project,file,id,line,column,original,replacement,coding
crawler-url-parser,crawler-url-parser.js,122,99,20,"parse(href, baseUrlStr)","parse(href, baseUrlStr + ""test"")",Behavioral Change
crawler-url-parser,crawler-url-parser.js,132,102,8,urlMap.has(currentUrl.url),urlMap.has(currentUrl.url) && !urlMap.get(currentUrl.url).text.includes(text),Trivially Equivalent
crawler-url-parser,crawler-url-parser.js,247,163,8,linkurl_without_last_part == pageurl_without_last_part,linkurl_without_last_part.length === pageurl_without_last_part.length,Behavioral Change
crawler-url-parser,crawler-url-parser.js,204,146,93,'/','',Behavioral Change
crawler-url-parser,crawler-url-parser.js,137,102,19,currentUrl.url,currentUrl.host,Behavioral Change
crawler-url-parser,crawler-url-parser.js,205,147,17,"pageurl_path.replace(/\/index\.[a-z]+$/, '/').replace(/\/default\.[a-z]+$/, '/')","pageurl_path.replace(/\/index\.[a-z]+$/, '/').replace(/\/default\.[a-z]+$/, '')",Behavioral Change
crawler-url-parser,crawler-url-parser.js,277,185,5,!module.parent,module.children,Unknown
crawler-url-parser,crawler-url-parser.js,147,104,31,text,text.length,Behavioral Change
crawler-url-parser,crawler-url-parser.js,253,165,8,linkurl_path.includes(pageurl_path),linkurl_path.match(pageurl_path),Behavioral Change
crawler-url-parser,crawler-url-parser.js,79,63,39,true,false,Behavioral Change
crawler-url-parser,crawler-url-parser.js,15,36,48,'','#' + ' ' + ' ',Behavioral Change
crawler-url-parser,crawler-url-parser.js,146,104,31,text,text.toUpperCase(),Behavioral Change
crawler-url-parser,crawler-url-parser.js,11,36,40,/#.*$/,/#.*$/g,Unknown
crawler-url-parser,crawler-url-parser.js,209,147,17,"pageurl_path.replace(/\/index\.[a-z]+$/, '/')","pageurl_path.replace(/\/index\.[a-z]+$/, '\\')",Behavioral Change
crawler-url-parser,crawler-url-parser.js,201,146,71,/\/default\.[a-z]+$/,/\/default\.[a-z]+$/m,Unknown
crawler-url-parser,crawler-url-parser.js,194,146,38,/\/index\.[a-z]+$/,/\/index\.[a-z]+$/g,Unknown
crawler-url-parser,crawler-url-parser.js,224,156,6,pageurl.host == linkurl.host,pageurl.host == linkurl.host && pageurl.port == linkurl.port,Unknown
crawler-url-parser,crawler-url-parser.js,143,104,9,!tmpUrl.text.includes(text),tmpUrl.text.includes(text),Behavioral Change
crawler-url-parser,crawler-url-parser.js,57,59,31,"URL.resolve(parsedBaseUrl, parsedUrl)","URL.resolve(parsedBaseUrl, parsedUrl, true)",Behavioral Change
crawler-url-parser,crawler-url-parser.js,24,40,43,'','#',Behavioral Change
crawler-url-parser,crawler-url-parser.js,217,147,71,/\/default\.[a-z]+$/,/\/default\.[a-z]+$/m,Unknown
crawler-url-parser,crawler-url-parser.js,121,97,92,href,"href.replace(/;.*$/g, """").toLowerCase()",Unknown
crawler-url-parser,crawler-url-parser.js,191,146,17,"linkurl_path.replace(/\/index\.[a-z]+$/, '/')","linkurl_path.replace(/\/index\.[a-z]+$/, '')",Behavioral Change
delta,src/Delta.ts,248,248,9,thisIter.peekType() === 'insert' &,thisIter.peekType() === 'insert' && thisIter.peekLength() < firstLeft,Unknown
delta,src/Delta.ts,316,310,13,"isEqual(delta.ops[delta.ops.length - 1], newOp)","isEqual(delta.ops[delta.ops.length - 2], newOp)",Behavioral Change
delta,src/Delta.ts,377,364,33,otherIter.peekLength(),otherIter.peekLength() * 2,Behavioral Change
delta,src/AttributeMap.ts,25,41,9,typeof a !== 'object',a == null,Unknown
delta,src/Delta.ts,596,480,42,priority,priority * 2,Behavioral Change
delta,src/Delta.ts,254,252,18,thisIter.next(),thisIter.next(otherIter.peekLength()),Behavioral Change
delta,src/Delta.ts,394,368,41,thisIter.peekLength(),otherIter.peekLength(),Behavioral Change
delta,src/Delta.ts,99,51,9,!handler,handler === undefined,Near Equivalent
delta,src/AttributeMap.ts,39,50,13,"!isEqual(a[key], b[key])","!isEqual(a[key], b[key]) && a[key] !== null && b[key] !== null",Unknown
delta,src/Op.ts,693,18,16,typeof op.retain === 'object' && op.retain !== null,typeof op.retain === 'string',Unknown
delta,src/Delta.ts,380,364,57,length,length * 2,Behavioral Change
delta,src/Delta.ts,323,310,21,delta.ops[delta.ops.length - 1],delta.ops[Math.floor(Math.random() * delta.ops.length)],Behavioral Change
delta,src/Delta.ts,435,407,12,iter.hasNext(),iter.hasNext() && iter.peekLength() > 0,Unknown
delta,src/Delta.ts,245,242,7,firstOther != null &&,firstOther != null && typeof firstOther.retain === 'number' && firstOther.attributes == 'foo',Behavioral Change
delta,src/Delta.ts,659,519,19,handler,"handler.transform(thisData[embedType], otherData[embedType], !priority)",Behavioral Change
delta,src/Delta.ts,87,23,7,typeof b !== 'object' || b === null,typeof b !== 'object',Behavioral Change
delta,src/Delta.ts,375,364,33,otherIter.peekLength(),otherIter.peekLength() + 1,Behavioral Change
delta,src/Delta.ts,535,448,22,op.retain && op.attributes,op.retain ? op.attributes : null,Behavioral Change
delta,src/Delta.ts,348,346,15,op.insert != null,op.insert !== undefined,Behavioral Change
delta,src/Delta.ts,321,310,21,delta.ops[delta.ops.length - 1],delta.ops[0],Behavioral Change
delta,src/Delta.ts,81,8,44,0,1,Behavioral Change
delta,src/Delta.ts,390,368,24,Math.min,Math.floor,Behavioral Change
delta,src/AttributeMap.ts,68,85,9,typeof b !== 'object',typeof b === 'undefined',Unknown
delta,src/Delta.ts,156,141,15,typeof newOp.attributes === 'object',newOp.attributes !== undefined,Unknown
delta,src/Delta.ts,372,364,24,Math.min,Math.max,Behavioral Change
delta,src/Delta.ts,318,310,13,"isEqual(delta.ops[delta.ops.length - 1], newOp)","isEqual(delta.ops[Math.floor(delta.ops.length / 2)], newOp)",Behavioral Change
delta,src/Delta.ts,385,368,24,"Math.min(length, thisIter.peekLength())","Math.min(length, otherIter.peekLength())",Behavioral Change
delta,src/Delta.ts,682,557,18,nextType === 'insert' && (offset < index || !priority),nextType === 'insert' && (offset > index || !priority),Behavioral Change
delta,src/Delta.ts,389,368,24,Math.min,Math.abs,Behavioral Change
delta,src/Delta.ts,496,430,17,line,"line.slice(0, 1)",Unknown
delta,src/Delta.ts,559,457,45,baseIndex + 1,baseIndex + 2,Behavioral Change
delta,src/AttributeMap.ts,2,14,9,typeof a !== 'object',a === NaN,Behavioral Change
delta,src/Delta.ts,208,199,39,initialValue,0,Behavioral Change
delta,src/Delta.ts,322,310,21,delta.ops[delta.ops.length - 1],delta.ops[delta.ops.length - 2],Behavioral Change
delta,src/Delta.ts,384,365,27,otherIter.next(opLength),otherIter.next(opLength * 2),Behavioral Change
delta,src/Delta.ts,317,310,13,"isEqual(delta.ops[delta.ops.length - 1], newOp)","isEqual(delta.ops[0], newOp)",Behavioral Change
delta,src/Delta.ts,184,174,28,predicate,"(op, index) => predicate(op, index) && index % 2 === 0",Behavioral Change
delta,src/Delta.ts,387,368,24,"Math.min(length, thisIter.peekLength())","Math.min(length, thisIter.peekLength() - 1)",Behavioral Change
delta,src/Delta.ts,464,418,19,iter.next(),iter.next(2),Unknown
delta,src/Delta.ts,371,364,24,"Math.min(otherIter.peekLength(), length)",Math.min(otherIter.peekLength() * length),Behavioral Change
delta,src/Delta.ts,609,491,32,thisIter.next(),thisIter.next(2),Unknown
delta,src/Delta.ts,469,419,18,index > 0,index !== 0,Trivially Equivalent
delta,src/Delta.ts,553,457,23,"base.slice(baseIndex, baseIndex + 1)","base.slice(baseIndex, baseIndex + 2)",Behavioral Change
delta,src/Delta.ts,112,62,16,ops != null && Array.isArray(ops.ops),ops != null && typeof ops.ops === 'object',Behavioral Change
delta,src/Delta.ts,128,99,9,typeof length === 'number' && length <= 0,length === 0,Behavioral Change
delta,src/Delta.ts,374,364,24,Math.min,Math.floor,Behavioral Change
delta,src/Delta.ts,686,570,5,typeof module === 'object',typeof module === 'undefined',Unknown
delta,src/Delta.ts,83,8,44,0,NaN,Behavioral Change
delta,src/AttributeMap.ts,28,44,9,typeof b !== 'object',b === null,Behavioral Change
delta,src/OpIterator.ts,757,94,16,this.offset === 0,this.offset < 0,Behavioral Change
image-downloader,index.js,48,24,7,!path.isAbsolute(options.dest),path.isAbsolute(options.dest) || path.isAbsolute(options.url),Behavioral Change
image-downloader,index.js,1,5,7,!options.url,options.url === null,Near Equivalent
image-downloader,index.js,41,20,32,options.dest,"options.dest.replace('bar', 'baz')",Unknown
image-downloader,index.js,28,17,38,pathname,pathname.split('/').slice(-1)[0],Behavioral Change
image-downloader,index.js,21,14,23,options.dest,options.dest.split('/').pop(),Unknown
image-downloader,index.js,7,6,27,new Error('The options.url is required'),new Error('The options.dest is not a valid path'),Unknown
image-downloader,index.js,47,24,7,!path.isAbsolute(options.dest),!path.isAbsolute(options.dest) && path.isAbsolute(options.url),Unknown
image-downloader,index.js,29,18,31,decodeURIComponent,decodeURI,Unknown
image-downloader,index.js,27,17,38,pathname,pathname.split('/').pop(),Unknown
image-downloader,index.js,31,18,50,basename,basename.toLowerCase(),Behavioral Change
image-downloader,index.js,5,6,12,Promise.reject,Promise.race,Behavioral Change
image-downloader,index.js,46,24,7,!path.isAbsolute(options.dest),path.isAbsolute(options.dest),Behavioral Change
image-downloader,index.js,54,24,24,options.dest,path.dirname(options.dest),Unknown
image-downloader,index.js,4,6,12,Promise.reject,Promise.all,Behavioral Change
image-downloader,index.js,6,6,27,new Error('The options.url is required'),new Error('The options.url is not a valid URL'),Unknown
image-downloader,index.js,43,20,46,decodedBasename,decodedBasename.toLowerCase(),Unknown
image-downloader,index.js,53,24,24,options.dest,options.dest.toLowerCase(),Trivially Equivalent
node-dirty,lib/dirty/dirty.js,36,36,28,cbs,cbs.concat([]),Unknown
node-dirty,lib/dirty/dirty.js,205,152,32,new Error(`Corrupted row at the end of the db: ${buffer}`),new Error(`Corrupted row at the end of the db: ${buffer.split('').reverse().join('')}`),Unknown
node-dirty,lib/dirty/dirty.js,103,88,17,'drain','read_close',Behavioral Change
node-dirty,lib/dirty/dirty.js,222,169,13,this._inFlightWrites <= 0,this._inFlightWrites === 0,Unknown
node-dirty,lib/dirty/dirty.js,39,39,20,() => { if (cb) cb(); this.emit('drain'); },"() => {
  if (cb) cb();
  this.emit('drain', this);
}",Near Equivalent
node-dirty,lib/dirty/dirty.js,271,191,34,err,undefined,Behavioral Change
node-dirty,lib/dirty/dirty.js,159,126,17,!rowStr,rowStr.length === 0,Near Equivalent
node-dirty,lib/dirty/dirty.js,189,145,30,row.key,"row[""key""]",Trivially Equivalent
node-dirty,lib/dirty/dirty.js,221,169,13,this._inFlightWrites <= 0,this._inFlightWrites > 0,Behavioral Change
node-dirty,lib/dirty/dirty.js,216,158,21,'read_close','write_error',Behavioral Change
node-dirty,lib/dirty/dirty.js,171,134,19,!('key' in row),row.key === undefined,Near Equivalent
node-dirty,lib/dirty/dirty.js,97,87,9,this._queue.size || this._inFlightWrites > 0,this._queue.size && this._inFlightWrites > 0,Behavioral Change
node-dirty,lib/dirty/dirty.js,35,36,28,cbs,cbs.slice(),Near Equivalent
node-dirty,lib/dirty/dirty.js,141,118,21,'error','drain',Behavioral Change
node-dirty,lib/dirty/dirty.js,225,169,50,'drain','read_close',Behavioral Change
node-dirty,lib/dirty/dirty.js,111,92,9,this._writeStream,this._writeStream.end(() => this._writeStream.destroy()),Behavioral Change
node-dirty,lib/dirty/dirty.js,162,127,25,'error','warning',Behavioral Change
node-dirty,lib/dirty/dirty.js,254,189,51,'error','drain',Behavioral Change
node-dirty,lib/dirty/dirty.js,200,152,23,'error','end',Behavioral Change
node-dirty,lib/dirty/dirty.js,40,39,20,() => { if (cb) cb(); this.emit('drain'); },"() => {
  if (cb) cb();
  this.emit('drain', {});
}",Near Equivalent
node-dirty,lib/dirty/dirty.js,102,88,17,'drain','close',Behavioral Change
node-dirty,lib/dirty/dirty.js,174,138,25,'error','info',Behavioral Change
node-dirty,lib/dirty/dirty.js,202,152,23,'error','drain',Behavioral Change
node-dirty,lib/dirty/dirty.js,149,122,15,chunk.lastIndexOf,chunk.indexOf,Trivially Equivalent
node-dirty,lib/dirty/dirty.js,61,62,30,cb,null,Behavioral Change
node-dirty,lib/dirty/dirty.js,257,189,60,err,undefined,Behavioral Change
node-dirty,lib/dirty/dirty.js,139,118,11,"this.emit('error', err)","this.emit('error', null)",Behavioral Change
node-dirty,lib/dirty/dirty.js,258,189,60,err,new Error('Different error message'),Unknown
node-dirty,lib/dirty/dirty.js,140,118,11,"this.emit('error', err)","this.emit('error', undefined)",Behavioral Change
node-dirty,lib/dirty/dirty.js,172,134,19,!('key' in row),!row.hasOwnProperty('key'),Near Equivalent
node-dirty,lib/dirty/dirty.js,37,36,28,cbs,cbs.filter(() => true),Trivially Equivalent
node-dirty,lib/dirty/dirty.js,151,122,15,chunk.lastIndexOf,chunk.match,Trivially Equivalent
node-dirty,lib/dirty/dirty.js,224,169,50,'drain','error',Behavioral Change
node-dirty,lib/dirty/dirty.js,176,138,34,new Error(`Could not load corrupted row: ${rowStr}`),"new Error(`Could not load corrupted row: ${rowStr}`, {
  code: 'CORRUPTED_ROW',
  row: rowStr
})",Unknown
node-dirty,lib/dirty/dirty.js,19,34,19,this._queue.get,this._queue.clear,Behavioral Change
node-dirty,lib/dirty/dirty.js,160,126,17,!rowStr,rowStr.trim() === '',Near Equivalent
node-dirty,lib/dirty/dirty.js,203,152,32,new Error(`Corrupted row at the end of the db: ${buffer}`),"new Error(`Corrupted row at the end of the db: ${buffer.slice(0, -1)}`)",Unknown
node-dirty,lib/dirty/dirty.js,144,118,30,err,err.code,Unknown
node-dirty,lib/dirty/dirty.js,173,138,25,'error','warn',Behavioral Change
node-dirty,lib/dirty/dirty.js,215,158,21,'read_close','read_error',Behavioral Change
node-dirty,lib/dirty/dirty.js,101,88,17,'drain','error',Behavioral Change
node-dirty,lib/dirty/dirty.js,256,189,60,err,null,Behavioral Change
node-dirty,lib/dirty/dirty.js,104,88,26,() => this.close(),() => this.close(true),Unknown
node-dirty,lib/dirty/dirty.js,99,88,7,"this.once('drain', () => this.close())","this.once('close', () => this.close())",Behavioral Change
node-dirty,lib/dirty/dirty.js,270,191,34,err,null,Behavioral Change
node-dirty,lib/dirty/dirty.js,232,183,5,this._writeStream.cork,this._writeStream.uncork,Behavioral Change
node-dirty,lib/dirty/dirty.js,145,118,30,err,err.stack,Unknown
node-dirty,lib/dirty/dirty.js,105,88,26,() => this.close(),() => this.close(false),Unknown
node-dirty,lib/dirty/dirty.js,148,122,15,chunk.lastIndexOf('\n') === -1,chunk.lastIndexOf('\n') < 0,Trivially Equivalent
node-dirty,lib/dirty/dirty.js,196,151,15,buffer.length,buffer.length * 2,Near Equivalent
node-geo-point,src/geo-point.ts,272,219,39,this,undefined,Behavioral Change
node-geo-point,src/geo-point.ts,275,219,45,point,point.latitude + 1,Behavioral Change
node-geo-point,src/geo-point.ts,33,76,33,point.coordinates,point.coordinates.concat([0]),Unknown
node-geo-point,src/geo-point.ts,162,143,22,distance,distance + 1,Behavioral Change
node-geo-point,src/geo-point.ts,248,201,12,"GeoPoint.calculateDestination(this, distance, bearing)","GeoPoint.calculateDestination(this, distance, bearing + 180)",Behavioral Change
node-geo-point,src/geo-point.ts,270,219,12,"GeoPoint.calculateDistance(this, point)",GeoPoint.calculateDistance(this.longitude * point.longitude),Behavioral Change
node-geo-point,src/geo-point.ts,44,89,32,'latitude','longitude',Behavioral Change
node-geo-point,src/geo-point.ts,186,149,40,φ1,λ1,Behavioral Change
node-geo-point,src/geo-point.ts,41,89,9,!object.hasOwnProperty('latitude') || !object.hasOwnProperty('longitude'),object.latitude === undefined || object.longitude === undefined,Trivially Equivalent
node-geo-point,src/geo-point.ts,26,72,9,!Array.isArray(point.coordinates) || point.coordinates.length !== 2,point.coordinates.length < 2,Unknown
node-geo-point,src/geo-point.ts,3,42,9,latitude < -90 || latitude > 90,latitude < -90 || latitude > 90 || latitude === 0,Behavioral Change
node-geo-point,src/geo-point.ts,23,68,9,point.type !== 'Point',point.type !== 'Point' || point.coordinates.length !== 2,Unknown
node-geo-point,src/geo-point.ts,9,60,9,!isObject(point),point.type !== 'Point',Unknown
node-geo-point,src/geo-point.ts,187,149,40,φ1,Math.PI,Behavioral Change
node-geo-point,src/geo-point.ts,259,210,12,"GeoPoint.calculateBearing(this, point)","GeoPoint.calculateBearing(this, point.longitude)",Behavioral Change
node-geo-point,src/geo-point.ts,200,151,37,θ,θ - 90,Behavioral Change
node-geo-point,src/geo-point.ts,274,219,45,point,point.longitude,Behavioral Change
node-geo-point,src/geo-point.ts,198,151,37,θ,θ + 180,Behavioral Change
node-geo-point,src/geo-point.ts,201,154,21,sinφ2,sinφ1,Behavioral Change
node-geo-point,src/geo-point.ts,47,89,70,'longitude','latitude',Behavioral Change
node-geo-point,src/geo-point.ts,36,85,9,!isObject(object),typeof object !== 'object',Unknown
node-geo-point,src/geo-point.ts,35,85,9,!isObject(object),object.constructor !== Object,Unknown
node-geo-point,src/geo-point.ts,261,210,12,"GeoPoint.calculateBearing(this, point)","GeoPoint.calculateBearing(point.longitude, point.latitude)",Behavioral Change
node-geo-point,src/geo-point.ts,262,210,38,this,null,Behavioral Change
node-geo-point,src/geo-point.ts,117,124,29,φ2,φ1,Behavioral Change
node-geo-point,src/geo-point.ts,27,72,9,!Array.isArray(point.coordinates) || point.coordinates.length !== 2,point.coordinates.length > 2,Behavioral Change
node-geo-point,src/geo-point.ts,257,201,58,bearing,bearing * 2,Behavioral Change
node-geo-point,src/geo-point.ts,265,210,44,point,point.longitude,Behavioral Change
node-geo-point,src/geo-point.ts,215,160,32,λ2,λ1,Behavioral Change
